2017-04-13 01:59:38,650 [MainThread:19324] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:02:57,174 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2017-04-13 02:02:57,183 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2017-04-13 02:02:57,186 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
2017-04-13 02:02:57,187 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2017-04-13 02:02:57,190 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2017-04-13 02:02:57,193 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (2, 3) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3)
2017-04-13 02:02:57,194 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
2017-04-13 02:02:57,197 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2017-04-13 02:02:57,200 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2017-04-13 02:02:57,203 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
2017-04-13 02:02:57,204 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2017-04-13 02:02:57,207 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2017-04-13 02:02:57,210 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
2017-04-13 02:02:57,211 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'user' AND `django_content_type`.`app_label` = 'blog'); args=('user', 'blog')
2017-04-13 02:02:57,214 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'tag' AND `django_content_type`.`app_label` = 'blog'); args=('tag', 'blog')
2017-04-13 02:02:57,217 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'category' AND `django_content_type`.`app_label` = 'blog'); args=('category', 'blog')
2017-04-13 02:02:57,219 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'article' AND `django_content_type`.`app_label` = 'blog'); args=('article', 'blog')
2017-04-13 02:02:57,220 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'comment' AND `django_content_type`.`app_label` = 'blog'); args=('comment', 'blog')
2017-04-13 02:02:57,223 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'links' AND `django_content_type`.`app_label` = 'blog'); args=('links', 'blog')
2017-04-13 02:02:57,224 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'ad' AND `django_content_type`.`app_label` = 'blog'); args=('ad', 'blog')
2017-04-13 02:02:57,227 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (6, 7, 8, 9, 10, 11, 12) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6, 7, 8, 9, 10, 11, 12)
2017-04-13 02:02:57,230 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'blog'; args=('blog',)
2017-04-13 02:02:57,233 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_category' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_category', 'VideoHome')
2017-04-13 02:02:57,236 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_category' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_category', 'VideoHome')
2017-04-13 02:02:57,237 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('VideoHome', 'video_category'); args=['VideoHome', 'video_category']
2017-04-13 02:02:57,242 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_info' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_info', 'VideoHome')
2017-04-13 02:02:57,243 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_info' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_info', 'VideoHome')
2017-04-13 02:02:57,246 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('VideoHome', 'video_info'); args=['VideoHome', 'video_info']
2017-04-13 02:02:57,250 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_chapter' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_chapter', 'VideoHome')
2017-04-13 02:02:57,250 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'video_chapter' AND `django_content_type`.`app_label` = 'VideoHome'); args=('video_chapter', 'VideoHome')
2017-04-13 02:02:57,253 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('VideoHome', 'video_chapter'); args=['VideoHome', 'video_chapter']
2017-04-13 02:02:57,259 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (19, 20, 21) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(19, 20, 21)
2017-04-13 02:02:57,265 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add 视屏分类', 19, 'add_video_category'), ('Can change 视屏分类', 19, 'change_video_category'), ('Can delete 视屏分类', 19, 'delete_video_category'), ('Can add 视频名称', 20, 'add_video_info'), ('Can change 视频名称', 20, 'change_video_info'), ('Can delete 视频名称', 20, 'delete_video_info'), ('Can add 视屏章节内容', 21, 'add_video_chapter'), ('Can change 视屏章节内容', 21, 'change_video_chapter'), ('Can delete 视屏章节内容', 21, 'delete_video_chapter'); args=(u'Can add \u89c6\u5c4f\u5206\u7c7b', 19, u'add_video_category', u'Can change \u89c6\u5c4f\u5206\u7c7b', 19, u'change_video_category', u'Can delete \u89c6\u5c4f\u5206\u7c7b', 19, u'delete_video_category', u'Can add \u89c6\u9891\u540d\u79f0', 20, u'add_video_info', u'Can change \u89c6\u9891\u540d\u79f0', 20, u'change_video_info', u'Can delete \u89c6\u9891\u540d\u79f0', 20, u'delete_video_info', u'Can add \u89c6\u5c4f\u7ae0\u8282\u5185\u5bb9', 21, u'add_video_chapter', u'Can change \u89c6\u5c4f\u7ae0\u8282\u5185\u5bb9', 21, u'change_video_chapter', u'Can delete \u89c6\u5c4f\u7ae0\u8282\u5185\u5bb9', 21, u'delete_video_chapter')
2017-04-13 02:02:57,276 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'VideoHome'; args=('VideoHome',)
2017-04-13 02:02:57,279 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'book_category' AND `django_content_type`.`app_label` = 'BOOK'); args=('book_category', 'BOOK')
2017-04-13 02:02:57,280 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'book_info' AND `django_content_type`.`app_label` = 'BOOK'); args=('book_info', 'BOOK')
2017-04-13 02:02:57,282 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'chapter_article' AND `django_content_type`.`app_label` = 'BOOK'); args=('chapter_article', 'BOOK')
2017-04-13 02:02:57,286 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (16, 17, 18) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(16, 17, 18)
2017-04-13 02:02:57,286 [MainThread:18880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'BOOK'; args=('BOOK',)
2017-04-13 02:03:50,539 [Dummy-1:9380] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:50,690 [Dummy-1:9380] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:50,693 [Dummy-1:9380] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SHOW FULL TABLES; args=None
2017-04-13 02:03:50,697 [Dummy-1:9380] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-04-13 02:03:51,732 [Thread-2:17152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:51,736 [Thread-2:17152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:51,740 [Thread-2:17152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'r8iv713rmf153di327okdfacxzhhaqma' AND `django_session`.`expire_date` > '2017-04-12 18:03:51'); args=('r8iv713rmf153di327okdfacxzhhaqma', u'2017-04-12 18:03:51')
2017-04-13 02:03:51,809 [Thread-2:17152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-04-13 02:03:51,818 [Thread-2:17152] [django.db.backends:89] [utils:execute] [DEBUG]- (0.007) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2017-04-13 02:03:52,842 [Thread-13:19548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:52,846 [Thread-13:19548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:03:52,849 [Thread-13:19548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'r8iv713rmf153di327okdfacxzhhaqma' AND `django_session`.`expire_date` > '2017-04-12 18:03:52'); args=('r8iv713rmf153di327okdfacxzhhaqma', u'2017-04-12 18:03:52')
2017-04-13 02:04:17,469 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:17,471 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:17,473 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'r8iv713rmf153di327okdfacxzhhaqma' AND `django_session`.`expire_date` > '2017-04-12 18:04:17'); args=('r8iv713rmf153di327okdfacxzhhaqma', u'2017-04-12 18:04:17')
2017-04-13 02:04:17,483 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.008) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `blog_user`.`url`, `blog_user`.`desc` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2017-04-13 02:04:17,526 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-04-13 02:04:17,529 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2017-04-13 02:04:17,555 [Thread-15:20096] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `blog_user`.`url`, `blog_user`.`desc`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `blog_user` ON ( `django_admin_log`.`user_id` = `blog_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2017-04-13 02:04:20,842 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:20,849 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:20,852 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'r8iv713rmf153di327okdfacxzhhaqma' AND `django_session`.`expire_date` > '2017-04-12 18:04:20'); args=('r8iv713rmf153di327okdfacxzhhaqma', u'2017-04-12 18:04:20')
2017-04-13 02:04:20,855 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `blog_user`.`url`, `blog_user`.`desc` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2017-04-13 02:04:20,861 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-04-13 02:04:20,864 [Thread-22:20220] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2017-04-13 02:04:22,194 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:22,203 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-04-13 02:04:22,204 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'r8iv713rmf153di327okdfacxzhhaqma' AND `django_session`.`expire_date` > '2017-04-12 18:04:22'); args=('r8iv713rmf153di327okdfacxzhhaqma', u'2017-04-12 18:04:22')
2017-04-13 02:04:22,209 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `blog_user`.`url`, `blog_user`.`desc` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2017-04-13 02:04:22,217 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `BOOK_chapter_article`; args=('*',)
2017-04-13 02:04:22,246 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.025) SELECT `BOOK_chapter_article`.`id`, `BOOK_chapter_article`.`Chapter_level`, `BOOK_chapter_article`.`Chapter_book_id`, `BOOK_chapter_article`.`chapter_title`, `BOOK_chapter_article`.`chapter_desc`, `BOOK_chapter_article`.`chapter_content`, `BOOK_chapter_article`.`chapter_is_recommend`, `BOOK_chapter_article`.`chapter_display`, `BOOK_chapter_article`.`chapter_date_publish` FROM `BOOK_chapter_article` LEFT OUTER JOIN `BOOK_book_info` ON ( `BOOK_chapter_article`.`Chapter_book_id` = `BOOK_book_info`.`id` ) LEFT OUTER JOIN `BOOK_book_category` ON ( `BOOK_book_info`.`book_category_id` = `BOOK_book_category`.`id` ) ORDER BY `BOOK_book_category`.`Category_index` ASC, `BOOK_book_category`.`id` ASC, `BOOK_book_info`.`book_date_publish` DESC, `BOOK_chapter_article`.`Chapter_level` ASC, `BOOK_chapter_article`.`id` DESC; args=()
2017-04-13 02:04:22,279 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2017-04-13 02:04:22,280 [Thread-24:20236] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
